idx,branch_name,merge_commit,parent_1,parent_2,notes
5,refs/heads/master,fc8c548a01a12414b6cd29b3ab989a9bcd6ff5c9,90a4465a8f2c38bdded0c6465192ad5ed62b0d0c,f9d792e8db337e6bf9c75975e42ef081d49b8fa5,
6,refs/heads/master,90a4465a8f2c38bdded0c6465192ad5ed62b0d0c,fa3dbd058545f2e2e9b9fa184b7f193412680709,6b54da6e4a04a1fa6bf8a72f55a69b975adb937a,
7,refs/heads/master,fa3dbd058545f2e2e9b9fa184b7f193412680709,6d24b553821c638f2c0f5202fc0b9d651a8d2f24,45bc6a52b9455daf721f2d95165ff5686977e926,
9,refs/heads/master,4c583b14aab5326af8349f4f73bc005b084c1d1a,3bb73c3d02682982c038a04c68868895f92fd4ed,9e007e85c99afeea8df40bb1d5416d25b16df07d,
10,refs/heads/master,3bb73c3d02682982c038a04c68868895f92fd4ed,80b1ce547e61a53b2c75db21037c44dfe6bf41e6,20a6b61f917493e30db59a751178735a993d5501,
12,refs/heads/master,4e24990ec5eb74ae6f5ec0fa650e5f9412d1788d,c0e672606b57b1fdd51336b2a78b80db3c45d69b,a4dff0c9fdf2d124ce7926c9613bf403cbae7775,
20,refs/heads/master,c8c2186c15d0b66cd2062fc671c325db49fc9f53,4cde1660fed8895fbf1081c39cb767d8fe7675ff,9015b7d8e9507490e3608596a2015d179ab4467c,
23,refs/heads/master,19ef1948ade080a0d72e323ec4d2c847ada529d5,15cf92691e506ecc0f08820c7745c4e922d9a6ea,88a6f08008f90621de51643289f44441dcfd6cb3,
24,refs/heads/master,15cf92691e506ecc0f08820c7745c4e922d9a6ea,328a4172c6252066abe263160dbb7d7ac3850e82,bd0d4a8a73f6b72cc8262ac7796c50fe1b7057cf,
25,refs/heads/master,328a4172c6252066abe263160dbb7d7ac3850e82,71ceaf61c0d4646b2b6379f89e5a132bf14af984,4eba66666fc1d90dbb0070a3859a869795b8fae4,
