idx,branch_name,merge_commit,parent_1,parent_2,notes
4,refs/heads/master,cd9003d4813268a5f4d3fb0f027a8caefcaac174,67f38324e832f536d531fce16a027f209a2e028d,c956fa231ba75f6c70bae0c2f122ef2db0dc4bb4,
8,refs/heads/master,10bad334ca32943393dbba65834bd9e47f7f99af,a02d0caded47200fad5c0369da1e2fc5e8f80a1c,474bdb8c96691059a8710827c37b84a564a769df,
9,refs/heads/master,3ecf5c4f9d74f9d7cf93b6c37123418bf44dbea0,f0bb350e42d0a7c5fd96841dcdc050fa59a138f6,a7987d5c63ea0f9f349296de9c62617f309970a2,
11,refs/heads/master,05c991ca5278bcf48b574bbd80dc38c7cef696e2,7075ec3e92378cb45228281a6ca8140a7dc97578,521495f01eed482e1e4fcbb9d20c47b0ab46f34c,
12,refs/heads/master,7075ec3e92378cb45228281a6ca8140a7dc97578,b53d438563f40549ba3ecfbad8ba1332a2b58f97,9e9a4de2a5b8c2609d2c18fafa8b3b50c9895bba,
14,refs/heads/master,eb50fcd67393859d2e10238b3b0c8343758043e2,e5d4ff424b7cb4f71803bf6670a148c4f1f93b7d,36f1608b1ff3dc0d88e6f0e0824ef432ca0f4f3e,
27,refs/heads/master,c94fd3f77f5ab7b2b1e26d13c16f932e08ad4d64,48a3d755db8803ffe71a368895c8af8fbddb7231,30a3f99303c1ca4b7202f4441f263ef8b268bd7d,
36,refs/remotes/origin/1.4.x,05833d5f3e0bd277057ebfe3c3abfba80b2cd9a6,8ac7a6084719072f73b533b9157e77f9cae87ad7,a7987d5c63ea0f9f349296de9c62617f309970a2,
37,refs/remotes/origin/pull/80,7194c96b9aa168fea81fb267c7c331f042933a80,5fee6243a11a8ba372c605f04e47d9ae7947502a,43fa3d3f130c3b2ba5bd6f6742f2619799349ddd,
