idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,d3999541e3e1271d637c9cb74d2fcc91d4e60215,49307ba2b2af28dc61fea1df9cf1adb86d2ac658,1b4b8921234edaac79130e46dad44ce0446de2c3,,False,False,True,3,2,False,,,,,,False
2,refs/heads/master,f4800e04cb7bb305bf33ed156c6302493f39f8be,fdbaf1dc6a71d2e8caebc3ba57dd9cad3be57080,70863e5904b1af69d856900fe01c1cbaff24b749,,False,True,True,10,406,False,,,,,,False
6,refs/heads/master,33ff7867c362d6bf22917582609a77f33b3d7544,9d41ef6315c88e37cb7f164fa96e064d6fe89c6a,940ba78c6e4dda040ceaa36dccfd9a8d66759343,,False,True,True,16,54,False,,,,,,False
10,refs/heads/master,488e0d9f269f04ef2b109c02b0d5cb4c363ccb46,20532291b38ff3871798524c4d011973399edfe0,c07d5429c4c0b80af3d8fee374a7fdc23a97c57b,,False,True,True,4,38,False,,,,,,False
13,refs/heads/master,0294342638a3861d2f722e8ba55b52c3e5ccf288,17930c7b04569bfa1d37eb864f7ba44e9a1a2dfa,253b22cbe5c121eea34c721bf31ce23245a92705,,False,False,True,3,1,False,,,,,,False
16,refs/heads/master,969a982c6aee2eb5344956e068cf06f8f8cb3f08,b98f4b7226f3ee7de2dcf4740a03f4316c10eb21,1dbbae33e78eca49fcb34124d00d6b538cadff7e,,False,True,True,26,103,False,,,,,,False
18,refs/heads/master,900997eb22a3cad3c4813a3cc7459b404f15eecc,078bff81de08ec1e85c1957ac51cb045c36ea0f0,453c434267c80ea3421c423711b1482bfbf75d2e,,True,True,True,5,15,False,Tests_failed,9a6e48e49e267382e0bde284ad9de851f34cdc3dbeec802a7df37f6a11665be3,False,Tests_failed,587d178f10ca08e434562f6c24599fa935b604437872b2c289650c1408ec6a7e,False
23,refs/heads/master,09c018d976eb23b15cd1517b41a094e5f7172f77,17647ea79202532330896076679d0f0f72f87afe,52d27f03c81b34934b73898d51b75f9ec7c1b601,,True,True,True,24,260,False,Tests_failed,9234ef26cf48efe5f08769b12f860cfe8e232cc18a5e14290300a37ec7ab4ea1,False,Tests_passed,74637564e4ad9b0e50de70347623bc52a48182649309cf6c7c2fc0a7e2526738,False
24,refs/heads/master,17647ea79202532330896076679d0f0f72f87afe,6d612ca38a16f7a13887f4e2bc0f9b57758650d2,375aad6ce89d66f444cb3e0409cd1a897d2a4c86,,True,True,True,24,264,False,Tests_failed,06df4db18c920c6a36f4ceff9e9234ef41f5fa6fc20bda029fd46ce3ff8062e0,False,Tests_failed,c116d3b22ff7396beac263b442c8392055fc24a2c56c2963e94b9db66d821f95,False
25,refs/heads/master,5a7f9c7c1b8984d91cfa707f7d69b4007bcc1679,51a152b363bc753cbe4ed6a4353b57bddd26c272,07d49de6d47196e901138e2d036ded3ac1ff7185,,True,True,True,9,30,True,Tests_passed,b74d1188f22a9ed791c386d43e0b0cee8cfe074f9618d2ed905b85159b85704e,True,Tests_passed,ddb48b297d148a048b8d34b7977eb38c1e61551de9ec6e225db707e62630d728,True
