idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
2,refs/heads/master,0c4c6c7d0c926e49c2044e3b1af58e76b7ae8413,e86deaca0253f2b12852984490e29873bf9dee26,35e586966990fa75307558fa7afa8e6b71593c5c,,True,True,46218086b9c244e23e7197b802f4616ebefc48f894535cfeb3ddee6c56880ab3,Tests_passed,c9e7d75c5dc962513a8ff25e338a608a2040528b4e1350bf2906ec15605343f1,Tests_passed,True,True,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b,Tests_passed,1cb2e757f31745d385b2687f4f58eb5e98980930f6ea586beb682d663b5c955b
6,refs/heads/master,48e4675ee2e4f2e1fe3a2603221fb47f0d124a7e,d312cf501be82762d6555dd9ef820c514e922abc,c6a9a1d0506b1d4bc81503dc312cee6cd1029e53,,True,True,3bfbdf97ffdfbd44ab6db27e0c1f67468c7957de1aa58cdacc5f34b16cd2b779,Tests_passed,d79322cd4fed4bf1b668ef143bc4cfa164a61639abb0349e9ad3cf451e792f56,Tests_passed,True,True,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Merge_failed,14a20855ef3a07b4f9559332f42340fb135d77554995837bebd129630e244f12,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Merge_failed,14a20855ef3a07b4f9559332f42340fb135d77554995837bebd129630e244f12,Merge_failed,cd5f2f27d74ccadc37130ecd228936f1c500c8dc6d4f710c1226067ee9f516bf,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Merge_failed,14a20855ef3a07b4f9559332f42340fb135d77554995837bebd129630e244f12,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Merge_failed,34627f89ca68498b8b54168de886b725253076f898e2cde7a6cf2203ac8da811,Tests_failed,8e5beb550328b9834a2d7cccb562e6b48ba19a3ee4515cd7a66610c7c90792e1,Merge_failed,4b4319bfa22db16a0815737f7e84ce799c845edc4803152930a49124d2bf826f
9,refs/heads/master,1efae9a4131b3fed960671ef784bce38e75995c7,232c861f4263063890b8f0da63fc2cf9798a81bc,5a1766189414d40e305a106ef0cca73252bfc48e,,True,True,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,aa08a996b5699eae09047bba24594d518357709b445168f12b1389e1c8ddb9ca,Tests_passed,True,True,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f,Tests_passed,ecfc62e3708984ed87d8532bf83e68132f92dddc70a7ad38b3481ce94b71cb3f
10,refs/heads/master,232c861f4263063890b8f0da63fc2cf9798a81bc,869e45e02afea326bf49bba3e4e7c3216560d669,30478d7308e964bcd841b35ecb6c4b2e253f5249,,True,True,63ea3a6a8a56702d0a8d3cf550b7fcfd8f9e7d9d56a513e822b41fae158345a1,Tests_passed,706b177abef02226d5990cf727e5702dd246a23021f9cda81eaaaef0f756928b,Tests_passed,True,True,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce,Tests_passed,09ee7413afeb6653f9d1a0fcc11602693998f2f16eb0e08752b4a27dca0304ce
21,refs/heads/master,7470f97301f343a9142ce6be36a1ccab094368a7,cc19bfc157286c1c5de1d801a9a82541a24d5a65,f6f1d2df97457aaa916ce4bc171570133b610d0c,,True,True,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a1443b2212375aeeeb9e08c6e9f253a313828b8acd18ea3c2dc684695d840fef,Tests_passed,True,True,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a,Tests_passed,93886610022d9588a46d420847058ed3a483dd96539dac2f3591fd8dd2d75d0a
22,refs/heads/master,cc19bfc157286c1c5de1d801a9a82541a24d5a65,b340b2ca92ab72bbcfdb24f5a4600aaf051ef380,f4f3c1ecfd1d494c7139a85e877e696553327b38,,True,True,bce2b0d56e79c9eebc032229280e7d71c50f4addb4414f8373e46b9c99e76376,Tests_passed,ef0363be300bec1101b63885b5023b785ead1468ab2670e153afc6d629311b7a,Tests_passed,True,True,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1,Tests_passed,a0d179d6769c818d0df731223bef51d27dddd1b7dfefb4088e94e3cd47a3f6f1
27,refs/heads/master,0071634f021e3d3db85c833b077de1e3b8b8efda,d12d5315662592e1ec7f734807497711746901d5,612d6f0edc32d47cb9309597c518c0ee1dcef645,,True,True,2a3d47f0fd3caea61b53bd13c5a01bf28ca64e3cad7eb568cc7a2aeba4c59b26,Tests_passed,de61f5b423a84e0fde55f3505cef0cce400530a625cac50ca20fbae42becc999,Tests_passed,True,True,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d,Tests_passed,ae6f389c1ece81e23f41646ebfa3280ed403b0fe3ad9816768fa32cbb9cebe9d
28,refs/heads/master,309b16a43db11319c499c01739aeec42b5ede115,ca3f0e925175aed6939d4004f1a25f9261a2c245,8df3b042322e73f875fddbcaf56421ddf7120de2,,True,True,50c1f08f467d4ca15945d59a33d2de34bf05c432e2debb97b3a49ec94da48c21,Tests_passed,252dedee151a1ef56353979ad382fd2b5177b927356685e1d94082d060c93465,Tests_passed,True,True,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07,Tests_passed,782c1a398e915279b82e13dfe0427d3e91d0fbed7338e179ae493fd77655fb07
32,refs/heads/master,3ff2b35bf5b4589bdb38d1f55c9b2f602306f913,5c787864b7ce6893c6de68d6e0af2e6ceff84eac,d43b5c0624437ac4b9650836f4950817ee3d14f6,,True,True,1ffb790b1314ef314dbc2f507ac5d2104d5a779a945a9a7169d1ac9bfc78b5e5,Tests_passed,a2104cc0869cec024a3e9b0f28788e4d34ea3dc07244576d386180fdd8c01f44,Tests_passed,True,True,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6,Tests_passed,5ef09d5d3078271fdf2e1ee3aa51df07138e13c6b24f6ccba10a45382b9d09b6
38,refs/heads/master,405985b115be25d5d14f8bbc4a18dee18282c4f5,342ff1c2c87e67c633273bc163b7b5875c85ac4e,5cbbc301e706559546b8b86a82504c2b4fda2a77,,True,True,1cbc78221d6622fcded9d5249e636fb79e785a93c1ac2e0339c68224a1bd7586,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,True,True,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1,Tests_passed,273016a3531ca74a9fc543c31f85a0342c5b85612880e3c91fff98d99306ffa1
