idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
18,refs/heads/master,89539d94808bd1b79e1e37c099111ba33365812d,ae3a537dcfa86bd9a0588732b7f344b3f3ee7462,4bd5ac04c8303b2225e4bbf4d11a10f50cddd2a3,,True,True,bc94147925eda7622aa08984f41eeeb6b245c558bbbd21f8f8a9be7fcd43058f,Tests_passed,1009e9d4366b1fe1aeddf2d15b04cc9dba85c073a7365f863bbb052715018492,Tests_passed,True,True,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77,Tests_passed,b7c7aa96958f73ee3eed3b86e4dd8075587d8ffc4a7d246e85fab9629fbde175,Tests_passed,14da58c41adc4e3f0b68749be5faec11c812cfed5316b8e8abc4706426a9df77
19,refs/heads/master,f81985746156870b23c7a3c7e1c704d0d3d09e92,80d3ffb5aafa90992385c17e8338c2cc5def3cec,294b9ed4d82598415e23d9a19241463ded9a2b68,,True,True,ceb6172edfcf074c385b79c3df34f1b6514f3eb48de6597317a05f527a362ba2,Tests_passed,75ae93171a033c01078219df7265c8a4add6187ab744eb5c9d84c446aacf71a6,Tests_passed,True,True,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,92baa995bf57275fd124e5e6bb2ffbea9d99f20035fb1507bb369d3b5a5f9150,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,92baa995bf57275fd124e5e6bb2ffbea9d99f20035fb1507bb369d3b5a5f9150,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,1612fa5abb58fac318a2b2d5422a2572112628f43e040080df7d235d040ea43b,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef,Tests_passed,3b724aeae711bfd356017921f590c72c14e146780ac54337b95866a005e449a6,Tests_passed,d4dedb147b2820658edae301bf44e5b46f692dd6f675e13e27df9fb6533fa1ef
22,refs/heads/master,348cb9dadabbe9a315ffcf37b9221cf098e3cfeb,fcdf825312f57a0cc8fa9996c91afcdd976dc6d2,28f10d7755bdb063ff459d84f4922e67e5afc445,,True,True,c9b12da0f4a413d78c79e0f10b5ee181d0861e11ad93dc57c1175ded68b0f67d,Tests_passed,1cf709835046758f603b3c410c049dddab1d4574f65b22ef69d6b130831c415e,Tests_passed,True,True,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,4236dc89dca62fdb2bc8748260c2ce188bef5f76baadaddc3821e410d95bf976,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,4236dc89dca62fdb2bc8748260c2ce188bef5f76baadaddc3821e410d95bf976,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,67642cec9961568f9db050204dc49cfb7de08e350c6565bf96cbaef36e3ce637,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e,Tests_failed,46c15b031b33d9798897c37e62deaa753ecd0324737728c858f4d6dd40d0e9c3,Tests_failed,a47aaf7e6a409d0796890861ffc8a3880d6d1e57556675f7b78fd1c76828656e
23,refs/heads/master,2bd7740d4c8ead3278a86fc97923d67d7ea6695a,6db1644351479fb82c909d82b0b57b321440a5e6,12d9449c5e61cfba48a4d2232a2eadc9269f9132,,True,True,93d939416e67be6483bbaeb5cca1c543a994d78eb7b5d7a5948b2b17607aeec4,Tests_passed,53022b2634d06e77901ed46ea47c8ae9766cf823ae0424ee84f3c6ac3ee5aff0,Tests_passed,True,True,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,24305ba11865f0a0428215f65d1cb172c6fe63d97627b326730fa9d9a0b1df95,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,24305ba11865f0a0428215f65d1cb172c6fe63d97627b326730fa9d9a0b1df95,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,24305ba11865f0a0428215f65d1cb172c6fe63d97627b326730fa9d9a0b1df95,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74,Tests_passed,229259a8fc229980b890ad123da0dc0795b990bba2def3e754c3dc95bd953cd1,Tests_passed,b1d45dfa67bc4ad074b73a8180eefa18fc147919a79d723f3c1b7258375def74
24,refs/heads/master,6db1644351479fb82c909d82b0b57b321440a5e6,dbe877b5a8d501114e48e2b64296da8c4dedd0f6,4d0ec1788e4183787dcf109aedfadb6f3e1a1b44,,True,True,efae8f0fdda3e176b8c8e2a604f40647a4b2b1220fae8904a0dec03f3665e377,Tests_passed,6ade04d76cc1eba7004613560a4d885bef28a8bb61fbf20faa73eaabc9840cba,Tests_passed,True,True,Merge_failed,4bccf1af96cb73bc7b41c9d8e4fd28a24ae998c1036ada48fce9f2dfe3d7ce60,Merge_failed,4bccf1af96cb73bc7b41c9d8e4fd28a24ae998c1036ada48fce9f2dfe3d7ce60,Merge_failed,e0ee96679a9c995d7aca1c3f55d27433199aa2343d46da2d49e679491489e53e,Merge_failed,4bccf1af96cb73bc7b41c9d8e4fd28a24ae998c1036ada48fce9f2dfe3d7ce60,Merge_failed,e0ee96679a9c995d7aca1c3f55d27433199aa2343d46da2d49e679491489e53e,Merge_failed,07ad25af8bc0a5f660dd42322529b0878735d95c67891c8d999ee5d402925f0f,Merge_failed,4bccf1af96cb73bc7b41c9d8e4fd28a24ae998c1036ada48fce9f2dfe3d7ce60,Merge_failed,e0ee96679a9c995d7aca1c3f55d27433199aa2343d46da2d49e679491489e53e,Merge_failed,94b370063c00c9de697ca5d246956e655aab9ce4881786747d98ed52c50e822e,Merge_failed,94b370063c00c9de697ca5d246956e655aab9ce4881786747d98ed52c50e822e,Merge_failed,4bccf1af96cb73bc7b41c9d8e4fd28a24ae998c1036ada48fce9f2dfe3d7ce60,Merge_failed,97777f9b03d963bdf690270bd32a1000b3eda950aba26002e56b3cb2f46df211,Tests_passed,973bca1b53e3919e2450b8149057e74b7038fb3b4b4c9f68f6dd5ca921d5c317,Merge_failed,2c6530fb8468bda9fc0918cfbf5547c2479c62e1e83b0f0faed8f90e136ba8be
26,refs/heads/master,157c3c18f383bd9ea8a77f593b524cd3254d4fba,2c641604bc7e67544c7df12725759eec606d19aa,4ce41dcbfe918916c8bfc75f25d0d8e99163403e,,True,True,8731e0ce370da2df7ce87c5dab2bf5c53292c20acf4329f659384ca071fddc94,Tests_passed,cc7302de642d7778255788e044212e8e6b63387f20088e159b2f2716a8d1f9f0,Tests_passed,True,True,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d,Tests_passed,e71a236901c0b443204a2678a41091be20aae672f1cac3d9186a6790cb2b3bdc,Tests_passed,aff207dfc0a5bdf6f495199a619e8619afc17be570a1c893440b238f4574f92d
29,refs/heads/master,2a02a3b654e63d30b81a9295155e2121c017f983,5284ad3f0505a5b03fcfa60fad14df03edf657ef,843d103aa8127d67e6863f8c5d5ac89805e293a3,,True,True,c3a9de6f829496c2bbc0c80f504209bf3612a2f5589d8ff9fa528d9b79c781d3,Tests_passed,303f33f02ee76ec301c9da0dfbefe4ed7b9b5dea411ff661b607342d1bd3b31d,Tests_passed,True,True,Merge_failed,8899f3073a72c21782771e215a7a76e20e99e19ede127a5b39e821b84ce39b5c,Merge_failed,8899f3073a72c21782771e215a7a76e20e99e19ede127a5b39e821b84ce39b5c,Tests_passed,fd2def9205459816b7caa261e9e589595ad73d576011f962cb873a605eb10f7b,Merge_failed,8899f3073a72c21782771e215a7a76e20e99e19ede127a5b39e821b84ce39b5c,Tests_passed,fd2def9205459816b7caa261e9e589595ad73d576011f962cb873a605eb10f7b,Merge_failed,2c3361c763651487aea57a6d9c63d1a241743c88df7931952bff330dff0efa2c,Merge_failed,8899f3073a72c21782771e215a7a76e20e99e19ede127a5b39e821b84ce39b5c,Tests_passed,fd2def9205459816b7caa261e9e589595ad73d576011f962cb873a605eb10f7b,Merge_failed,8899f3073a72c21782771e215a7a76e20e99e19ede127a5b39e821b84ce39b5c,Merge_failed,8899f3073a72c21782771e215a7a76e20e99e19ede127a5b39e821b84ce39b5c,Merge_failed,8899f3073a72c21782771e215a7a76e20e99e19ede127a5b39e821b84ce39b5c,Tests_passed,aed42e8b2586061b88c758f8cbd35d8c2a22c3f0d889dae2344c0c517e6b6684,Tests_passed,45cdc7fd9dacf6567f5a10e587670091ae8aa3b2858cd817f22de4bd1d138bd0,Merge_failed,0c8200b52b2035b715a0f9fc3b8acfb2a442d94cb8c7d01d1ad5c08d3d118f64
33,refs/heads/master,206a3adc7d08a78e04ed7405ca7f860ff64ff5da,2732ccb01103dbac7b5e4fcfb639fb50989bea94,eacfb78bcbe1e695a510bd90db3d88f3bab57ba7,,True,True,fcb36b38a6e32fd0094c9847eafe4e57279f9ce6f067a17399ff1ee2dd3b0471,Tests_passed,f691f5d0d3c609eccc0401fd0afde8d0ed5e8037703d3ea499f00ff0ea91d2ec,Tests_passed,True,True,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1,Tests_passed,bbfe3489c3f25ad7b4ad5d66474c1f1d9f0f032bf307fbec961c28ea0c72aa43,Tests_passed,f12ce7e482a34850ad3abff68d87c1e2ca7e217abbf1c857c402fde7ac1c32c1
38,refs/heads/master,120b7ad28294b67e9f7936f0ad1869fc7190c5ad,9975dedecf6bdc438a3be3c8628ee55eb3842795,d5095191d2d0632f32bed7c0545acfa2613e0402,,True,True,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,f1e4cd88c8393187dd5202a588e4e58fdb6fd50f2bb890fed68658916d64bbc4,Tests_passed,True,True,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47,Tests_passed,0ced24897ea2240f88547432679f2d7c4cdd3f5758711bbcd8f4d9bcc33dbbb5,Tests_passed,994fd3b668a9b6734ccf744d1ed44eb162d32c4ef6309c27c8933cb9f389cb47
39,refs/heads/master,9975dedecf6bdc438a3be3c8628ee55eb3842795,1f1c363e2eb3f660c87af05c239b6902796f5085,85d212dacbc16c2d2e6eed893a0fb57ff801761d,,True,True,6c829b4cd9d8f07e198d57a3387a9ed20df2bc1bc2f884ad17ae6dd358bae132,Tests_passed,6363639855ee880fbdea671aef15e97b5f4617221f6feafec881a5437e7d9514,Tests_passed,True,True,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,daeadf1e0eb81986308b8357b65187a78227605d3edea87984e30fc082375f1c,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,daeadf1e0eb81986308b8357b65187a78227605d3edea87984e30fc082375f1c,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,daeadf1e0eb81986308b8357b65187a78227605d3edea87984e30fc082375f1c,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7,Tests_passed,71bab6cf7a6d41b5f36b5328ccab407a2ccaef2c187b48f7e0e9537b1e79edf1,Tests_passed,269332d09243e20c121ddc566d1f14ee6b986c3c80d3ac9586785eb94fab98d7
