idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
3,refs/heads/master,0dc9cc0c62109e594941c443d3f563bd4e5b856e,21b7f3047e3ee1beb68f7dc57ecd298232323ee7,7b8339a5a128e5c67679917256a6d92c8b6514a3,,False,False,True,3,10,False,,,,,,False
5,refs/heads/master,5cb6d2e471943ae5c64e6430c34f0253a77fa454,54191e3144c86809ee5d352266d7e465ec931acb,e42bfef5794e0d53ea776a88bf08837e92594e3c,,False,False,True,4,14,False,,,,,,False
7,refs/heads/master,4c3cafc72bdea9c2125ab1b4847d6116343ef539,405b80daf157761e5d44a74e23a621f539c292c0,8849bc6a5702e38bfa2eb54811d02233dc161035,,False,False,True,3,10,False,,,,,,False
10,refs/heads/master,d87383be66ff62b05eed53a319ddd08e29dd483f,772b26246c3bdaf8902792c206d58099868a8655,a90773dc448e647537db1669f34cee2592dbfd04,,True,False,True,2,2,False,Git_checkout_failed,,False,Git_checkout_failed,,False
11,refs/heads/master,dce34549db1df9cb7a71eec300a86ec290109742,0b8dd890b7c5c4cf117ffa0ea8d6b228fa0e8a63,5ee585b1072677f319abc323c94e388ec4dfdb08,,False,False,True,4,10,False,,,,,,False
13,refs/heads/master,f8725b2dd0c1321aeef4cf6d599261135c0c1042,2b10bf9ea98d1397900bca41d247140e42b58d93,b3779314f8f40219f9264657f65a09b162f971d8,,False,False,True,4,14,False,,,,,,False
15,refs/heads/master,90aa968853b8fc4cedd7c99500681e6834d5c0bd,77aaec20b1852d58b78c548a4cd6dae5a50706c4,d48fdb266f4c81f466c715c90552db30aaaac1b0,,False,False,True,4,10,False,,,,,,False
19,refs/heads/master,c9fed70ee9b952bd141f9e3448dabf034261cc12,481f0dcd724e8ee1e165906daebb89c8cb2839cd,1e7c128018b8add2bfd1c1db78d4152565a75bf0,,False,False,True,4,8,False,,,,,,False
22,refs/heads/master,d59714b4d68d04dedda783e6bf876a89c1c818b7,37fda79ec11d236e745a5dbfadeacf7c61c6819f,50be2f72cabe9e9117ebdd0fbe78f297ae0ecf82,,False,False,True,7,51,False,,,,,,False
23,refs/heads/master,50be2f72cabe9e9117ebdd0fbe78f297ae0ecf82,dd077edfa8558f4e352b226ca2b40bf8713be31e,589b0888142541085714bbd7b0fc7e3615ae2727,,False,False,True,10,135,False,,,,,,False
28,refs/heads/master,13f11e28e29b678c7900374af7852d914682eab3,027d017b9cd5166fa7f2f71ceddd5bda11f161e7,ff465ce9400736d43845c8a883c2d27aad35483f,,False,False,True,4,10,False,,,,,,False
31,refs/heads/master,9115bdea8fc28040ef42df20fdf7d98ca0bf72c3,e4f5a33b4f9c82b48cb154ff7cc3508e6cd76be0,299ab45211ea402ec9e6723ea1b84f3b68526b8a,,False,False,True,5,13,False,,,,,,False
33,refs/heads/master,b54e4a95a2163d41e1860d431f03141e2b390889,22398f162c94ba3bdad4a3d0b8682b2f88394e9f,6dbf525c218e1eb527483f0271cc086eeab09cfb,,False,False,True,2,4,False,,,,,,False
38,refs/heads/master,5592c6cacb2d5ea28b70b77abefeae0e9eae5841,46854b60a75fba8ec96066fae6051e38c6fe1245,33787af3153c80787c14dca6b7d3673a07516ab4,,True,True,True,36,271,True,Tests_passed,8aba90b0cadcb14393ca68ef6947a9b87842de980cc57c91ee99473b5f2e78c0,True,Tests_passed,9283ad59baa4eaa342b95d638dfbbf55743c06a628b5e593d572d3b848ff310e,True
39,refs/heads/master,71c4027b70a8bca6ab03bf8057dc194940101756,35b3de81c742a55ec19aaab27bd120f5cd42209e,f38007cf091e49a8ec0f740a310f6412d54860d5,,False,False,True,3,46,False,,,,,,False
42,refs/heads/master,6691d445d66d5bc2db217bc33c5f270aef0f5bf8,edd8a65ffd6179a0775824822109ed821dedd2eb,2ececbca2cdf4058d05eaae74ed0a3f072a9e4b2,,False,False,True,4,8,False,,,,,,False
43,refs/heads/master,edd8a65ffd6179a0775824822109ed821dedd2eb,d1d0dc70f1221a48de3dbfa524fb0e37999674b6,0d482463e508ed49e483ca6f20dfdbbd4dcf2a58,,False,False,True,4,6,False,,,,,,False
44,refs/heads/master,d1d0dc70f1221a48de3dbfa524fb0e37999674b6,53ffab3aebad437e21164cc20f542122fff19592,4168d7902c1fe5799f103d5788895a0eb11d6c83,,False,False,True,3,4,False,,,,,,False
47,refs/heads/master,cdbe0d48e36a872a20dd494768f872a33e313132,a3f68b2f685e48b6c08f057b17fea4d315f8a879,db6b9dc1f48de0997dc9428cf28aeda1feeb04a4,,False,False,True,4,10,False,,,,,,False
49,refs/heads/master,ff63b74d7639516f8a7a33e8153b0cab051be76c,398f5cdf121801cc7a0479827ce8e0c8f014491a,ce52f3f92a6c46c6c237240e876e3cf68ce51d69,,False,False,True,5,15,False,,,,,,False
52,refs/heads/master,26757e71b2001277190c0ae8b2de54c0af6b73ee,c6828af291a5c0d5386faaaeed0ecffe1c9c1d78,ac4be0c64fd1717d85d9c2f6e0b40ada6fc4abd2,,False,True,True,7,103,False,,,,,,False
53,refs/heads/master,ac4be0c64fd1717d85d9c2f6e0b40ada6fc4abd2,8831fa71bf73fc7222957747893a214e1717e9bb,4838439b337fa374d70c8a06ebb175eb4d16dbde,,False,True,True,7,97,False,,,,,,False
55,refs/heads/master,7046e76502e8bd192232eccb83bb82b99d870362,4e3ab6119ba18e8ef30e5b5ad7fca8b15e639437,4c29b0a8a497cfaa3c70fda6f4fdc2915945f456,,False,True,True,4,27,False,,,,,,False
56,refs/heads/master,89f6b414ed81fb4cf89f832c0b731272428fa829,ed41476588a2e28c661394ccf6827185c9a9a65c,2c5375228e40280f5003ebff84cbc5c83034890b,,False,True,True,10,123,False,,,,,,False
58,refs/heads/master,464d3aa3864dfa3b827ebb6caeb363a73e5fb7f0,5f3a5fec86c2dc51b9e8c3810de54e062184221e,8f57bc402a6a62c9eceaae17a61a611d8d5533b1,,False,False,True,3,6,False,,,,,,False
60,refs/heads/master,fab904eb5d6256710e3042a1ee0f528a3c1b4f23,21dd3ca01b0cbfae500cab527abe471a39995914,cc999410c0b2d62af5628c09eca9b243be2d953e,,False,True,True,22,413,False,,,,,,False
62,refs/heads/master,19207254cf62168baedb6d143070838c0d4cc92e,202c591d69d9a563a32852dfe28b8a7e64beb6d8,bed05dbfa036cd90a425c6bb61013e8f52454f03,,False,True,True,7,18,False,,,,,,False
63,refs/heads/master,3fb01bd0559d0e3d786e92330c6aa5b9da8a5cdf,4e39f1de1a95f894b495bb4cfa8d036f70b932ee,8c8ba9608b2f649891328f41aca34c922a75e5ee,,False,False,True,6,26,False,,,,,,False
