idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
2,refs/heads/master,a0bc0b29441ba70af2a85a844da2745bbdddbfdd,d4afe17546fd275e5a3d62eff8a5ffc1b2aad51d,aba3c779605e9f1d048845c0c11fa93b4b359f79,,True,307,0.0,Tests_failed,fd19b27b802d287f036cfb71be75041c93917fd7d0d76370ecfb0d4b403e5428,False,0.0,Tests_failed,beb9f655f9fb032279c62d8383f4cca9e7db85c826daff2bed2fcc7fd5c09ff2,False,False
4,refs/heads/master,9a43bb0c144ddc2ccfb51855f8283bbb666ec844,927a096e61b2c5dbb8be1be000c22a08cfb204ed,04fa3689a6759faa7093081a14c4cdd16ee00492,,False,4,,,,,,,,False,False
9,refs/heads/master,72ff97ab9f409c541f110d50a9f6597e9577313a,dfc1d1833267f6e2c747b3b0383f54f130f6f91d,19bf6ba357930bfc650f897fa78a13ad379bc01a,,False,150,,,,,,,,False,False
11,refs/heads/master,93ee8a26aab09fbd9bdac4d815f4965e3df4f2f2,bd702f40f163bf99da0da22f09539e218af91370,e6bfcbb904074908eefd9db1d394d534d746f436,,True,126,0.0,Tests_failed,be2e22d2818fa7aa0e16690675f14c0b00eeddf7c496fdb49bdb0f0e1606ed64,False,0.0,Tests_failed,eea339ad309f34c185c18abb19871e3fb151931d10c748db800304834494dd5d,False,False
13,refs/heads/master,e6bfcbb904074908eefd9db1d394d534d746f436,28b5fcb07ef3af1b0396ded8cf2e5cf7fec7ca25,aaab2029d273d09e601f8f228f609961a537b839,,True,88,0.0,Tests_failed,f419b2ba2a714d9f0217dbac0371b5d4896d6cb305e7830429059da52640d066,False,0.0,Tests_failed,aa5f9a3764c5a7ee2c0047a1e9122cb1cd77a12fa3f58a3c8d24851e3af0482c,False,False
15,refs/heads/master,f41afbd198610dec4be820c8639759b869bcb171,e05d1b3d0388ca063cad9d159d48f1bf1071c968,c2762dc289c3a2494b398bb54ba9fa28b55e4b73,,False,9,,,,,,,,False,False
16,refs/heads/master,c2762dc289c3a2494b398bb54ba9fa28b55e4b73,75f10bee7d9d4195071e6af7897fa94da89d42f1,336f86bc407979d513229d98882e054c15941e4e,,False,20,,,,,,,,False,False
17,refs/heads/master,e92438797e3377b9937c2650d92d2de78b8c3fc3,d0656bf8b9abb37dc966f8c94229b75a3179e6f3,4f87ad515e75ddcb50a769cf6f16f69079efaa68,,False,41,,,,,,,,False,False
18,refs/heads/master,efa7102e636d69227bb4550219fae086dbe071a9,3b1c5b076de1e631d376162a894c7275f1e6b38c,81ef1dde2934fe9291effe10449fff189dd7db97,,True,252,0.0,Tests_failed,10ae6bec7f18851486e7e074f8f23ee36d0576d7c9b50234fff520f0d5eee820,False,0.0,Tests_failed,cbd04d97c613bc412d41213948c65916fe53fd3d88b4ea5a5890fe88e2a55963,False,False
19,refs/heads/master,81ef1dde2934fe9291effe10449fff189dd7db97,ee3f1f464dfb28dc5b036c313e4fc3c572fac086,f913cfa3937d19933db3702d824b8ff10841408f,,True,253,0.0,Tests_failed,a3e8e273ef68ade4bd786cefdd8e2f3df822437fa1d36cde5f71758e39118040,False,0.0,Tests_failed,4b793f043c6266795fa61a05cc6fd4faf3a643bbdc6926cf1a95c6d0f486b9cd,False,False
20,refs/heads/master,ee3f1f464dfb28dc5b036c313e4fc3c572fac086,a1b287da9349b26dc73ac54347d81ccd25b6daf0,718ecd2c1e86b2c783cd96fcb3f78632fc4627d7,,False,26,,,,,,,,False,False
22,refs/remotes/origin/vladimiri/master,94f25ecc68f2d8a3739d252fd931a158db59bbb2,9a43bb0c144ddc2ccfb51855f8283bbb666ec844,aba3c779605e9f1d048845c0c11fa93b4b359f79,,True,304,0.0,Tests_failed,85ac0be898b7f0947b5e5e814250b7a2a08b067cd9a8edcfec017a398a12d22a,False,0.0,Tests_failed,beb9f655f9fb032279c62d8383f4cca9e7db85c826daff2bed2fcc7fd5c09ff2,False,False
