idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
3,refs/heads/master,573d8dd455ba2986cfa43b3eaea5bbd9872cb07e,2720bed8f5e98a04ce4f60cfb9bb13d694a0edb5,1ac7f553d62903c3c5d84dade216409943179da2,,False,False,,,,,,False
4,refs/heads/master,94ea285c76a8bd6fec6c17193488009557d4ab2c,e8c66c2217dba216df05030200e0704684c1dda4,fd7070ab51330e9a4919a773408d927f43b6b6ec,,True,True,0b8a32a4f448291b6a1d829f2cdb29c7b970b74b4a1886047fba917eb1d9f98b,Tests_passed,c45470d6a8e382d7af6526f9073a25f39ff27ddfd09883300b0ff85bf54b3141,Tests_passed,True,True
8,refs/heads/master,baef6288e92460877191060931f8e1fada034f94,10053234ba1991b09bfb4a665985620016572f4c,f0dc3aaad9afb133e16f45cda8534396728cc367,,False,False,,,,,,False
9,refs/heads/master,f0dc3aaad9afb133e16f45cda8534396728cc367,8e8ed06bd4bcdf224132b0ef9e95236938724137,11e7bbf11453ac613a8a2665fb8625829141dd54,,False,True,d751a48bd97667eff601d4d4e16ab94175b296702a8d195592a017d7a46e4679,Tests_failed,0f8a75e2a818c0ea9d1edcadec008cba51aeae195cc82d78a8359f817b14ce2a,Tests_failed,False,False
10,refs/heads/master,8e8ed06bd4bcdf224132b0ef9e95236938724137,81d19dc3c8f72ee95ca9a3006a31835e0156ed89,5dd5e8a9a4a2bd74956f2ce5e181245d89d74b5f,,False,True,fcad97b80aab8b7a9243c9fe0535b0a80452f9ba206cba436f05d91be6accfb0,Tests_failed,cd587408f3e786d7bb53272c3c22b439909a21773a5113e7382ad4f9d3a264cd,Tests_failed,False,False
12,refs/heads/master,ebcba77e4bf2e0e812e693f3ea6f38044737cfc8,307d8b591d4814b5c4dc0e9ced0628b10773e6cb,8a1ae9d6dd4385c11177bff6211fd841c9a38dda,,False,True,86e1ac61b2d8e212c33b7c8b989047e3d7b71e40a0ec6f9436977a0088ea6c58,Tests_failed,79ab36fc2b0eb42cc4da4e0d3a54ef31cf1d79d7e6726a4a11418d79122c33f6,Tests_failed,False,False
14,refs/heads/master,307d8b591d4814b5c4dc0e9ced0628b10773e6cb,5cdf19c767e17f0b4d71541e95f2edc153e6a1e8,55ef1b441dfd441c4005ac2a53d06416171a508d,,False,True,245bca19b0f1252c18be780c57fc54c3627d003a6e09f201efb1866b8416d143,Tests_failed,d60c9ba48784ef8165f3149a53cc9c87ba7d4a808d7152029f77e9f216e4a493,Tests_failed,False,False
16,refs/heads/master,455e74db34782b8f7fd45ab49cff65df394d7252,1be963830d9f7e6dbf3c2a961a68b8a0f1d2402a,2e4d068e6ba70613577fe81a28bc4f92f55dc08a,,False,True,fc5d497617282951ff2ebdef240a9b2add770a36a9cf3487a7c97c0c29853eb6,Tests_failed,ffcf55c70cd31e29788acbefd55b13958e4c969301e9376600cd3bcd88a83d3e,Tests_failed,False,False
18,refs/heads/master,8e1ca88ebbeb0092191032ac678674d142642539,7137761528dc2a8e5fd1d8b0f9abb64ccdf1053b,59c1fc2b46f894494a486c761cdd0338855904e4,,False,True,53bda135a97085ef5eec5a4622383e7cc857e0ad03f609b57c0341c46efadadd,Tests_failed,50f97d62f5ec5db69e8c8a22645b4e15ee002a5d189e035b14c47fec467448e8,Tests_failed,False,False
27,refs/heads/master,fe4f678234dab02f2b7589c0297f50031f307e81,684caa46f0e58d83f2d14b1b9b687f2fe83e00af,bbc19249e7572998febe62a81038aaa9a30f8d9a,,False,True,9477609f0ffff29030269c6ef83bb769ee2a024b8e42141e73dc5b57c2ceac6e,Tests_failed,5f0f6c6d236c2131df378417d5d1658d767bdc72aa1dcb27a89a4e96d17a154f,Tests_failed,False,False
