idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing
1,refs/heads/master,ae4cfc67a7a5d53b4f2fef5585ef3907b51fefe0,05f2f4ffed325d97e77509783f4d29026d68ccf0,2c214ffdedfcef21db0121f8a57719dc033d1a95,,3e754089689e7ae8a9bf2a0f11208a8abbdd48018943bab31808f4544cb119e6,Tests_failed,6bf3dc4e6e8bdf54dc452ca88f65fda808cf14910069ba1e47102aa3ed255634,Tests_passed,False,True,False,False
2,refs/heads/master,05f2f4ffed325d97e77509783f4d29026d68ccf0,cf95a91dc9459360e20b2824a522bf36669d3628,92584fae3682a8c549ada1b9cce03a67f2556f14,,,,,,,False,False,False
3,refs/heads/master,9cea07be4310c7d3166fbe5ed2e0a1372c213c5d,dcd5ecec24583dbaeaac79d0b95dc7f3c2bf60b5,927254db29752295ca25816581e1ad6811e72cdd,,,,,,,False,False,False
4,refs/heads/master,dcd5ecec24583dbaeaac79d0b95dc7f3c2bf60b5,11819d7e209a5e939ed838d2f5616d73fc869a58,602988eaee2449ab0360be54ea9777fe74939645,,,,,,,False,False,False
5,refs/heads/master,6c5be36a8598fa3bf6afc25666f78da6753005e7,3473f10b72dd51ed0fee00b72f73c4b9373be0f3,97fd4ddc9bcb069b14414411209509cb4bc0ce20,,,,,,,False,False,False
6,refs/heads/master,a295e546bbbb2b06a932c18756be8f01783b9354,9aeee50d739999e31c97ece2ff6878394dc1f460,91ed0c458fce04278d25c95b65f59a9eb2e878c2,,,,,,,False,False,False
7,refs/heads/master,9aeee50d739999e31c97ece2ff6878394dc1f460,81deb5c7cbff7247def347d7dfc6f8befa7b998f,a001df00e95343ea2c937d1a79e3d60b596094c7,,,,,,,False,False,False
8,refs/heads/master,7b9bcd3410e6a047d952603cf4bd6b62b4e347e8,f5068a58fe5869f97fd5fa1d42a24c421832e59b,c20aed8d0126525a2334aca5d7f16d0a908a0895,,,,,,,False,False,False
11,refs/heads/master,d8492ff5c2ed8834177f8a7dc9205b220d59df9a,9ffe04fc1c96b399f085e0e4698c877acc9acac3,f80048ccf33888d323110805e8298d7ac8d4845f,,a656b1ae42a43c794eda0ee84ca2c76bfdee59c672e13a6633c72da046e313a3,Tests_passed,c00e173656076dbeb6d741438caf5f0aca37a6c15d6e3adc5c395018793bc8d5,Tests_passed,True,True,True,True
12,refs/heads/master,6611ec3c33a07ec64cd43ccc9c423778a2f953c6,6c2acf028d35274a93027525d1cee5122d3ce020,b3935cef76ce18864ee80cbbca106d2689493d96,,,,,,,False,False,False
13,refs/heads/master,9421047233bcee06782830608c8d0cedae3d5931,5a13265a8fea89fb630b8f564f30f53a29cdab6c,0c5b1186393a461c46a6f88715729328050c1e8d,,,,,,,False,False,False
14,refs/heads/master,6e3a8b4303ad3c0778bd04f08ceacd024e9b67a7,0b4c876530d7f4b4962fe88142d03ace6ce4d58a,9d23c8e449cc138506f4c71454a3116bfd051d46,,9a9a1099dcca43179a9602fd983d6223fa9ef507b60df10cd2138730eb1bae29,Tests_passed,a128b6699580ca29f9938c9b6b0233f0f8057045c755ce6db700d846229e8f32,Tests_passed,True,True,True,True
