idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing
2,refs/heads/master,390ace4541440b254ddb24edcaa536877c6ff4c9,8ab68dbc336bceb1501e50e805b4cd6fc043149c,6e5f4047b3f530176c07a53305ab792f45502e46,,False,False,,,,,,,,False
3,refs/heads/master,29eada256d473d3ea271b653f630a4a5230af557,baa5a011cc9d9b88c4026eb19afb9adf34937a7e,63e7e3742c6c713606f56c3608e7879a8b28273b,,False,False,,,,,,,,False
4,refs/heads/master,69f342c1367257958bd24321789da11f9df4edc5,835256106a85dae76742b0137841a2b74d62443d,633fdc0b717c1b6a2e25f7f65868181298a508ef,,False,False,,,,,,,,False
5,refs/heads/master,633fdc0b717c1b6a2e25f7f65868181298a508ef,2b757432ce5590e9e0431859bbb475159f197ebe,1a478bcb269c04c885e4b3619c5e2e9eb368239c,,False,False,,,,,,,,False
6,refs/heads/master,61211fe55e3142b19acd3e3bf726acb607d4fb87,e6c992190f03ff6906ecbed85652cc90c9a5a974,9807a71c893d9635a6c9e1d9d8fc0f463efb69d9,,False,False,,,,,,,,False
7,refs/heads/master,2bdb1858b1b1f16cb0eb16ed47772274587bc55b,9faf8ea8d3c2580fa4bf720e872909bf9b7c00bc,2cafe0eba257dc742df2a0bbb7216e4b7723622f,,False,False,,,,,,,,False
8,refs/heads/master,2cafe0eba257dc742df2a0bbb7216e4b7723622f,93bc71d110d17cbc7e1e97172fdf00f08e56bdbe,4137a380e0542cc25f623d2541b4590ec409dd41,,False,False,,,,,,,,False
9,refs/heads/master,38a7711f970b16248011862a49a6019673908ad6,355ac049cb6c7f1bad0b22dc1acad64c948ad904,7c4d1ed9c7cd4e88efc35c2e7d2ac895b024f750,,False,False,,,,,,,,False
10,refs/heads/master,f5ac04b93925c6ccf3ee5f6e6e8f4c0d74d89142,e21d7d40b91ab8cbe53faae2b193b046fc575c46,9333bf5f4ec3ad039e39559623c054d3fab1d6ae,,False,False,,,,,,,,False
11,refs/heads/master,6e10653ccd39673478a1831ec14a7fb0381b1620,a147fb1bfb790217046a8a1b4c89576873ecc387,eba15eec0ac787ca73a619e4674ff0dc950941be,,False,False,,,,,,,,False
12,refs/heads/master,8a31978ab006c4b821306786c33f6a0f461fd47b,875b1c34c5c33e87a535cb89a2e968bb165aea1a,e5ccf02ab387731bf27be8f046530cb8e9f86f13,,False,True,52562d7b49e3f60233a23ce816eca7dca0ecae5717d846e45a9fc0a4ff4ba588,Tests_failed,0.0,7e440ddcdbba7b85af28a0da5568115db255ffa9a1acc486dfceaa23427ab67f,Tests_failed,0.0,False,False
13,refs/heads/master,df0e5966c0aea370966d1ea9e9a56faa5d61226f,df7e33668b28455cf42eb02c86fdb7c6d50c8422,69ed33d133841a6dbd1ae51f9111705df7388e10,,False,True,2ffe31fd15ddc8ef579936a46fe34d5bb668f496370ca6034518f96d3b6afc57,Tests_failed,0.0,2f5919187b2b4bd240f1a7ea4dfa7d71335d92cade0afcb82209c63e9b8b154e,Tests_failed,0.0,False,False
14,refs/heads/master,69ed33d133841a6dbd1ae51f9111705df7388e10,83be0ac22c1e386bba508eb6a67a3faaed4d0788,fb7a21c14a1e987cbf19f5eafe638e4aa999aefc,,False,True,5952e101011b5d3432944cd7cb113e82027d6be14ad4fb24731c644ffae729c1,Tests_failed,0.0,7b0506e5f6f2d51f561a572db2510adb26fbad32203b431b84f05e737ebc0485,Tests_failed,0.0,False,False
15,refs/heads/master,294a8aa43f5b6e268213df0d17fd1121137fc656,56e321fe7b39f5fe482437b02facf681a19a0cb4,84eb6850da2cb0340020134424d0ee2b4c573d95,,False,False,,,,,,,,False
16,refs/heads/master,56e321fe7b39f5fe482437b02facf681a19a0cb4,a176e3e35919c3d75bbf8e06f1458af5b6225e6b,a132868b69a9afb16062a5b90cc7d9d8f3a072b8,,False,False,,,,,,,,False
17,refs/heads/master,a132868b69a9afb16062a5b90cc7d9d8f3a072b8,f58ebe5130c45ae58e04d45b84eb0b43c9c4f9c0,ad9e2c5af9c3de030f21fa4c0a91f23945971d66,,False,True,313a84426fabf82e94c66bdeb8037a853e8a80d9bc8250838cf2a17814848eb9,Tests_failed,0.0,92eed66612ba2eadf377021434cb89e2f6f3c5fce6684e74084cebab0568f751,Tests_failed,0.0,False,False
18,refs/heads/master,cd8796afe88d079a3722e01cbaf131140e9cb533,b6947070e0ea83751b8c4c19d39ca778f155cfca,0fddd189a0d257e7d861de2655151b59dfbe8be1,,False,False,,,,,,,,False
19,refs/heads/master,b6947070e0ea83751b8c4c19d39ca778f155cfca,4644d441dd29fafe269120e916e04e83459c5634,34b59c53ec315a7054085c9fbe926ac565706dcb,,False,False,,,,,,,,False
