idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing
1,refs/heads/master,5314bc90a3d4e91688af60d085c58a3fd053c02f,26bdf2e6fec31a17136b69e798bd635e04ec6f4c,8a1a040266130f53e75d683168bd96cf87c93241,,13637cb4434b2e31df2630001f33640670001285bef91318a3ebb9130c4241d2,Tests_failed,0.0,ac757b129eaf54bb24562f1ce84ec4e8cee62f2ecaa6e5ef0e5bfe420102ca5d,Tests_failed,0.0,False,True,False,False
3,refs/heads/master,9dd4e773ef81fb725477195bde72cb315a39ff0e,587cc5c0a49933b1ceab5a50a6c5a75773d4ed45,7ca54d476f49cb28d3c99c73b347a6be74d1fbd8,,,,,,,,,False,False,False
6,refs/heads/master,5e2facbdc3f92853487d9a4eef5c3e090347f56d,d95b0dc734d4507915283c4e16c94781b79c7d8c,1d1a526844f4842dfa6b071539701d0aede63bc5,,f8f28bc8ac10587a3e1f861dca7e37ad4135b5c75615b624dd89e1e710037578,Tests_failed,0.0,7f82b018473d6f18c00515b970166dc575a2a162e04dc5b977f878cbd637935a,Tests_failed,0.0,False,True,False,False
10,refs/heads/master,9e13e795180c58ea38a275a2375399ee37ce3a75,2b30275a3b66d6b97eef1cfba19e0b8acfd81512,f1a9d67ed592e0d25599ebb1a8c6d37fba0dfca1,,7de110a8af002aefcf6c15ef00ae8b1a8ee6366afd96384afea1f9b329021d35,Tests_failed,0.0,df66162ad9ad109c09683778c3608d7198e06f8a90db1dc47943857f96df57dc,Tests_failed,0.0,False,True,False,False
11,refs/heads/master,c897cb5e23ef1884d2444a881ff29526ccaf9531,91892b3231571c4e19b019bef8fa5d7324609ed1,b810aeaea97fe83db11a6e25415c04638e50bd44,,a7bb19a9f914602a9b7b285269434d2a942b318e6b9317b4b304c2d0582df1b9,Tests_failed,0.0,3e784ffab797cce869776d78987d7816e7b3e5469e776501aafde9cc03707ac9,Tests_failed,0.0,False,True,False,False
16,refs/heads/master,167198b72c164fdc79f07fe96b227d6c18f0c13e,25c11353483b88df67602f92690be3a7ecb209ee,c581968f053204cc9a3d73a43e14c279f9c8fd1c,,93a90093d141d6b7faec7a1aac90e30fd8787b71e3eb8ed930f43797b0f17658,Tests_failed,0.0,83ffd7e81c77b3168c899ec16be693d8db95a80886a105c0edc4754da5956925,Tests_failed,0.0,False,True,False,False
17,refs/heads/master,266577d89b35cdd811896d783b9a969752d268f4,bb02dc0d56324a598a4d0fadd3d4e2c315529bab,94e6016e8629b0ce571e1fc7b92966236cf3364e,,,,,,,,,False,False,False
18,refs/heads/master,8cf5b9649ec7c4bbbb0ca9fe33b2aa9403118b1b,73b6800d915fba6531d2877779eaa40f881c4715,d4a7573fad0441e8cd1846e1f95c21c53db6c682,,,,,,,,,False,False,False
20,refs/heads/master,7aab82429edf14ceb5b620de758c15bb4dd9d11e,85609e74effc7e2ea1d5cdd4d58928f3e1821e23,933b8ed087fec9b7fea370cf67315df5d9e279dd,,0b3a431482f9f33efe309c38afb13f166d5cdf136d70f3ae36ba8d7221c7eee7,Tests_failed,0.0,962e483cdff5c9c4fc3f8f7bd6bb6296d07fd2bf8de1d9766d65e7d924ccf1aa,Tests_failed,0.0,False,True,False,False
22,refs/heads/master,b051f35547f41515c1e5068f034021eef8081ea4,f7cc4875c54d31c884efc0fa19e2fc31c6ad246d,163617b3110c6e2f94d22558824f1c9890175711,,72126282c0f77cfafc2aa075dba52e4ac04ae65d58e39fb2708523f4d92b3da5,Tests_failed,0.0,abec0ac0a8bc8ddeecee25f8f436d8eae9118f5a381703acd82dc7d35648fdb5,Tests_failed,0.0,False,True,False,False
