idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/old-master-before-asf,0070e2ba5839211270b444c8279423924ff0e8c5,a2afe7afd222f344b5db2ddbe415945f465d9318,a140621d7510762cdc6f9c9e1dfb5d0281b3ddcd,,False,True,True,7,65,False,,,,,,False
3,refs/heads/old-master-before-asf,a2afe7afd222f344b5db2ddbe415945f465d9318,4e38924e97253cf472930f95c9663b7f1063c1e7,a679368ae242da56707ca08850d9937787393a4f,,False,True,True,6,37,False,,,,,,False
4,refs/heads/old-master-before-asf,4e38924e97253cf472930f95c9663b7f1063c1e7,61f97fc9d54393261215b671b30c032845387bc7,cbd620a27a47c354b08683f687a9a72f88231176,,False,True,True,17,174,False,,,,,,False
6,refs/heads/old-master-before-asf,e3adf6377c385251b310db1b14575e1882e2df9d,b7f94d87a1078c46f6441b5ea99a736d2794c87f,ee329b5a195b68ba5bea76615aa6557739ed73c8,,False,True,True,8,107,False,,,,,,False
8,refs/heads/old-master-before-asf,29010e4d6ddaf879cba34a09ef8ee544807dda74,3b2bebb64cf90441e45195b0e1149e404721b0a1,4109a6845b76b87be4c4bd31d1b2e163c3deb53f,,True,True,True,32,722,True,Tests_passed,ab0af18d642914460ffdaa92a083f35d162b065cc76a048eaa9734427cb3518d,True,Tests_passed,0213e949de4a354507edba344ac281ebb3a29bc449d997097c2d1b66ec9e1aa1,True
9,refs/heads/old-master-before-asf,3b2bebb64cf90441e45195b0e1149e404721b0a1,5ac1bbb326de0f50cbec3f97668995baa275c1bf,dbe8d13a678fb2c4fdaa3dd8f2bed98f4e5311e4,,False,True,True,32,716,False,,,,,,False
11,refs/heads/old-master-before-asf,2a65232f3774ca2ed0c17cbdb249f06ae787278a,ad6a5f408a3a62ea8d44936c09f30c1c8369b843,a660517ca50886b3c6e9c757556f6360f8cb7fb6,,False,True,True,14,419,False,,,,,,False
13,refs/heads/old-master-before-asf,c050db4c87b065d7724a49438779f9309aa73457,3485fa86daa920b766caa379a3e30cdacf085441,83b701f7a2604ad7cebc4370836390b95b814e7d,,False,False,True,3,32,False,,,,,,False
17,refs/heads/old-master-before-asf,c3d344324564a68fdf91b0f2bca3574c3cf80951,e6b93fc8680e0d2cbba50b83c15767e6a4e64916,f3bf1b79225f243e7ebf6ebd0c8d455cc64aca00,,True,True,True,11,255,True,Tests_passed,1305c48cfffbe5937d39e24e5cdf779fafeb79cbb9980fa54894dc43b21a4a72,True,Tests_passed,7426c88b5b0e09b51b09236e85e057f3660fb247ba15748b8a50539fc0ddc9fb,True
19,refs/heads/old-master-before-asf,b653165f4c8fdae9dacc55eafefa1c7eb7f71685,e2fe9cf94217c0514352973a4c6ee2609c7ce824,bfcb4375df225a7440101c060a623cd15df41061,,False,False,True,10,22,False,,,,,,False
20,refs/heads/old-master-before-asf,c6b468922780b3ed0388293058a0e80c0c43e9f1,23818faae4b8c4bea5634f11dd6e30b060914dbc,b1a87d9d7be76105480f701f04a9f57e59760723,,False,False,True,5,27,False,,,,,,False
23,refs/heads/old-master-before-asf,89518be0158ca2b0848e484e8da2964091f3fcc7,5dbe600f693c5f5998a291350b6e077d476db1d8,34d6388946d385c60fd66dd6f0766546caf56675,,False,True,True,4,72,False,,,,,,False
24,refs/heads/old-master-before-asf,6854df3458fe96375a0fb48ee5994c802225af3c,9d9256c8a67b0e288bd428ea7ff4cfd966cd11b8,20077d66819a80d44c0cd86fca5b5f53e7e6875c,,False,True,True,3,71,False,,,,,,False
25,refs/heads/old-master-before-asf,09033ed676a67437a0a478097a718286c8435b55,5a3cd26aba1f92b3c86a86df48646db35ccb05cc,2f499df3933ee4e496910b824053f0b7a64e3602,,False,True,True,10,234,False,,,,,,False
27,refs/heads/old-master-before-asf,38ed7a436af8a8a0c3faa882066fe076c18bcf50,3712be9b3eec705d0ae4cc1e7fe27fcd79b4c0ad,f9cc0cc0ed7b8a23f46fdba49ed50cb839b6e8b5,,True,True,True,11,133,True,Tests_passed,7f3d6682dff05724cc89015bf3f23fddf04a99a241d9275a3a6a6fd7ea5359b6,True,Tests_passed,59f246f4b6cd42b3d76bb2d1f11f49361c7e0f52da8e3972b5f3b4896b554c78,True
29,refs/remotes/origin/master,184d697f61fc09d168d7128522d9f33be779bdc3,b5f717544c2c118b8eb3407da0ba9449d29f8d7e,da767e70dfc256c4fe0673fb6ed0780d56a3c328,,False,True,True,12,134,False,,,,,,False
30,refs/remotes/origin/master,9c441e2c2f06bb8744f05a0ccc305f384f187128,3b0028621ae2e2a0fbdfa6486f87b05aa83e6221,e0d8b5c6187d509004aa3be3865a0a3f2790d0cb,,True,True,True,16,161,True,Tests_passed,7f2aae1d627b9d060ce8c84de112b63fd93b400dca807eb5024f2d802d02b6f0,True,Tests_passed,dff36298d5ac3dfd8349d497698242e8d8291d58aba8fee0315cfe538300d184,True
31,refs/remotes/origin/master,3b0028621ae2e2a0fbdfa6486f87b05aa83e6221,1103c868fa496e6d268a07495281deb3cf46e831,d9021b1a37f5e957d324aa125dbc65e881757e8a,,False,True,True,26,591,False,,,,,,False
32,refs/remotes/origin/master,1103c868fa496e6d268a07495281deb3cf46e831,70fd93903e119dff88d8cd92606483e336ad4939,5dd7d16eac97362e29f2583c99e6b412532c8ef1,,False,False,True,8,29,False,,,,,,False
33,refs/remotes/origin/master,70fd93903e119dff88d8cd92606483e336ad4939,8a262028426f2fb9941442d53360ecfa1e5860e3,250c4394cc066b75c643d0dd52c46df87d4ce821,,False,False,True,7,24,False,,,,,,False
34,refs/remotes/origin/master,ee8af7a6a6f813f59529eb1a172524d881778119,90b85287a67d3b64ecc83469de5dbbd1fdf7dce2,f223b21bff10a32f3735923819bad5237a5efd56,,False,True,True,16,532,False,,,,,,False
35,refs/remotes/origin/master,ba12551db6467881654169e1a553ee0312c5feba,299b5d9848cc8ddc12e9fc1bc4be3e40866e49b3,6cf84cc578ba0804d964c56cb117fae13170b466,,False,True,True,25,595,False,,,,,,False
36,refs/remotes/origin/master,7ff1f821fe44e67def25e185810fcd5ee12cdd86,7289bc089001084aa9dacb1cbb4d14e9b0f38a44,ecb5e33136497d0552e95e692e0a0dbd44834379,,False,False,True,5,31,False,,,,,,False
41,refs/remotes/origin/master,20b0b000fc92a5699e0d79f9205cb62babe444bd,cf5f5158daf4333dcf6c366555ad8b921ddf3b7d,1cb8056b07261c5586d21c7ff87b19ad519c5fb1,,False,True,True,17,73,False,,,,,,False
42,refs/remotes/origin/pull/42,e69f107c6d66d9ce84a484789d28367c71107fb3,2bb563ca3bd18d25a4c6dfcd1911df017204452c,248e6d0a8e9f348882ae47d7ad532f58750cfa62,,False,True,True,18,274,False,,,,,,False
