idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing
1,refs/heads/master,4bd11d2b21c4e23967b7668de889369d5f5fcfb7,b7335c7d2180339bb4ad4ef76467e8fd1fdcc1e6,a97c3069c133d04cac12c1979b764f46d2becd72,,5f1c027bd73eb8f01de132769d5a2c65cc00c39536994ff2f8f8724628a990e8,Tests_passed,0.2730638383029818,eddf0fa7b417850f954fbd9cab6c781ed53bdaa0bef9f0acd0996af0a2041d91,Tests_passed,0.2730638383029818,True,True,True,True
2,refs/heads/master,4fb7dad5b070ba2c7e5c734435e3afef54069dee,ad6babe9d290186c2d15db1f8e5b3295df2df2c0,b8a8cca45f542766206c1594d42a3b870cd4fc72,,,,,,,,,False,False,False
8,refs/heads/master,066e6ec32f3b36a289c00703cb6b9dd905cba4f4,867c314f3247c1790212cf7f97e32a9dc44550ce,b9ba8dd6394f7564a84eb600da79a231308d2588,,df1d70520e0fbc1417fe77267335d795378bc997f647883a13f332c7e63acaf1,Tests_passed,0.28269956162707716,d038701211a4547a681260c2cf3647112934a44c054f6aee7b54093d38caadb6,Tests_passed,0.2823828920570265,True,True,True,True
10,refs/heads/master,b3946aa5a321776b80c482c37cf72bf03cb6b132,436cec16cc21d87c2ce4ea3e0b8c8d05f8a3e7bb,df24bc9fabda27c46f8003b5213c0e2126a93dc1,,f88769cae44277b40e0148dc8542eda27052ba6ffdd35d94e527640795ea33d1,Tests_failed,0.0,b726ccfe6dd0aad1abf020526d9d9da8b8f93ab32502ed6943eb3300e3cd9093,Tests_failed,0.0,False,True,False,False
11,refs/heads/master,7a638faca3845531c6058224e7331e1dc9ffbe2f,2a168b1b5c21585f5b0e9f834a729420a418bf14,17997d3a4808816933965ba84e41d6ad7588f11b,,,,,,,,,False,False,False
12,refs/heads/master,fb695a86587996f212e8139cd1022773086f2828,ddc2d1aba02830fab13ecb991a9916695c709621,100e2c912a7e698727a063405c8cc47a3948ed74,,aced3764a58544627367be441015ce528083d9ff9c70cc0c1589631d40adcc49,Tests_failed,0.0,eb261884449a00acde542be11a8aec7198e472914140e305b3e4e0d8c7fe6643,Tests_failed,0.0,False,True,False,False
13,refs/heads/master,5e5172bfdb1833f66b54c8a21655d21ff6609a90,814ffb646bd37453e7c27008f1bccd04fd09bcb4,1d17f3c17372e6ec793b505db9d8c12b6352d3f7,,171987c710ecc9d06ca9c37cbc8dc1e62cfa6ff9340484d7f2e05af689baa8a4,Tests_failed,0.0,106c20456be6636387585b8cd45141e9b8baf46f446d40e05499853589886760,Tests_failed,0.0,False,True,False,False
14,refs/heads/master,1d17f3c17372e6ec793b505db9d8c12b6352d3f7,456d19041bca75a5cf5b880cd8519975a264dd9a,e54fdd0843641591313997de39b922c1755d23df,,d1e800ba1a047cfef9c36d62fa1247a291df65a8904b499ee42d898f9ebd04d9,Tests_failed,0.0,7374aeb28486c9bc7d6cfe9155e8352e825547325e5d2e38cb8188ce30cb3aba,Tests_failed,0.0,False,True,False,False
15,refs/heads/master,ff77254ff0369400e8841fe5fa3a71de8549e96f,f6d24d5cf79a74df239d1aa2307e2c449c91051f,09731de5ae4de819e20506310fbb5955757a4c5f,,,,,,,,,False,False,False
17,refs/heads/master,d14b79edb4734dbcc2e0972e9412db412f8b55dc,f0a140398114ecd9354c105af8aeb60ae7fb9057,c797c444cad4542766cee60e426e9123fe26a750,,,,,,,,,False,False,False
18,refs/heads/master,ff23072cb0c184df080d99a69d2451f421e513d0,fbf39c3771b5c2caf18ecf284b2c64fb1007445e,5ace6f24ba2c68e1d40ca46d34ba396fe6a93f39,,,,,,,,,False,False,False
19,refs/heads/master,5ace6f24ba2c68e1d40ca46d34ba396fe6a93f39,c1653856e0ee843880003702e628acff9127a322,ba2e98a875caab9b12363a5bed3da6fafa428336,,,,,,,,,False,False,False
20,refs/heads/master,ef66dde024ddc02704ccb47a8c7e13679a291e78,4fa670be76158cb6b3ff303e8e70ef1ed2328f2b,43701aa120df2fa23e6351f638b683bb8fbcc6d7,,81fd55c31d63533a20d6fc100a0ac70bb1e7560a83ebfab35c979850bae4d4e3,Tests_failed,0.0,b3e83d8bc7379bd5eb522511281cafe516eea76370cc45ddb892e3c037fcac9e,Tests_failed,0.0,False,True,False,False
