idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,cb14079909b2f4ebec6fb48d50a4c7a9179899ca,9fac6d2dd40a3f11b196fe860ff4a6b3ed37d065,491055f0852f4a5007828fa63fa7d29bd97815df,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/9fac6d2dd40a3f11b196fe860ff4a6b3ed37d065_491055f0852f4a5007828fa63fa7d29bd97815df_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/9fac6d2dd40a3f11b196fe860ff4a6b3ed37d065_491055f0852f4a5007828fa63fa7d29bd97815df_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/9fac6d2dd40a3f11b196fe860ff4a6b3ed37d065_491055f0852f4a5007828fa63fa7d29bd97815df_left_right.log'}",False,True,2,0,False,,,,,,False
5,refs/heads/master,cc3aeefa0be13c2ab48c9c35e9d34f4deb8e62f4,ab23cb913e256cbbb9e1f415c92318831ba35053,c061524a8d71b613ce130e783005f63bba4649d3,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/ab23cb913e256cbbb9e1f415c92318831ba35053_c061524a8d71b613ce130e783005f63bba4649d3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/ab23cb913e256cbbb9e1f415c92318831ba35053_c061524a8d71b613ce130e783005f63bba4649d3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/ab23cb913e256cbbb9e1f415c92318831ba35053_c061524a8d71b613ce130e783005f63bba4649d3_left_right.log'}",False,True,2,0,False,,,,,,False
7,refs/heads/master,82e39d9c61ab1400f346dd99bbda80aa080a37d8,c400992054e4428641706b7fd0b361ea58ee98d1,7e3942aaf5e1e41ae6feece990b74017ac96538f,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/c400992054e4428641706b7fd0b361ea58ee98d1_7e3942aaf5e1e41ae6feece990b74017ac96538f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/c400992054e4428641706b7fd0b361ea58ee98d1_7e3942aaf5e1e41ae6feece990b74017ac96538f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/c400992054e4428641706b7fd0b361ea58ee98d1_7e3942aaf5e1e41ae6feece990b74017ac96538f_left_right.log'}",False,True,4,0,False,,,,,,False
10,refs/heads/master,074f0a5e4bad990841a7f2e4fea9c488037d345b,3c57d28c5b4bbff65e8c49ae7c05638d07284c29,d4f6bb35f8021991357e831b173c6c3bdafad96d,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/3c57d28c5b4bbff65e8c49ae7c05638d07284c29_d4f6bb35f8021991357e831b173c6c3bdafad96d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/3c57d28c5b4bbff65e8c49ae7c05638d07284c29_d4f6bb35f8021991357e831b173c6c3bdafad96d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/3c57d28c5b4bbff65e8c49ae7c05638d07284c29_d4f6bb35f8021991357e831b173c6c3bdafad96d_left_right.log'}",False,True,133,755,False,,,,,,False
16,refs/heads/master,69a447b06e67f7cc2ffc7be9f82c1a6ed6667c15,c062e160596937c9d0176bb40d7015206dbb0609,08621509416009a4824f12b5fee9bbafa19caa9b,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/c062e160596937c9d0176bb40d7015206dbb0609_08621509416009a4824f12b5fee9bbafa19caa9b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/c062e160596937c9d0176bb40d7015206dbb0609_08621509416009a4824f12b5fee9bbafa19caa9b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/c062e160596937c9d0176bb40d7015206dbb0609_08621509416009a4824f12b5fee9bbafa19caa9b_left_right.log'}",False,True,70,369,False,,,,,,False
17,refs/heads/master,2c6cd6224675052e751246d0efd80850f0ae9d40,8a61562fa62487ed4b26a09a7474a2738632df1b,1f99536a6180c04a31854622b00047659324ac09,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/8a61562fa62487ed4b26a09a7474a2738632df1b_1f99536a6180c04a31854622b00047659324ac09_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/8a61562fa62487ed4b26a09a7474a2738632df1b_1f99536a6180c04a31854622b00047659324ac09_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/8a61562fa62487ed4b26a09a7474a2738632df1b_1f99536a6180c04a31854622b00047659324ac09_left_right.log'}",False,True,3,0,False,,,,,,False
20,refs/heads/master,3df93447e3bea437524b6b010d221d708ed253c4,50fcef88276530cfecf8104b5794dd06e3e24921,fff58fded11e711bf0a35fa88bbb4997945ad628,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/50fcef88276530cfecf8104b5794dd06e3e24921_fff58fded11e711bf0a35fa88bbb4997945ad628_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/50fcef88276530cfecf8104b5794dd06e3e24921_fff58fded11e711bf0a35fa88bbb4997945ad628_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/50fcef88276530cfecf8104b5794dd06e3e24921_fff58fded11e711bf0a35fa88bbb4997945ad628_left_right.log'}",False,False,0,0,False,,,,,,False
25,refs/heads/master,ca594865e9aff67fe7a33a10293878d068f5b41f,603adb74edafa8df7f191b72ea0fe8c424a999d4,1d9b8bd23183d07b995430f8c3b6b0ebe56668c5,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/603adb74edafa8df7f191b72ea0fe8c424a999d4_1d9b8bd23183d07b995430f8c3b6b0ebe56668c5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/603adb74edafa8df7f191b72ea0fe8c424a999d4_1d9b8bd23183d07b995430f8c3b6b0ebe56668c5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/603adb74edafa8df7f191b72ea0fe8c424a999d4_1d9b8bd23183d07b995430f8c3b6b0ebe56668c5_left_right.log'}",True,True,5,32,False,,,,,,False
29,refs/heads/master,7c1d8476fe61fcb5cf8f00912db9ab66d05f32e3,f2ed9d02faa7068506df72a314fe450fa060022a,54a41ad86bf2de5babb4715cefc2b738c7e69d81,,False,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/f2ed9d02faa7068506df72a314fe450fa060022a_54a41ad86bf2de5babb4715cefc2b738c7e69d81_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/f2ed9d02faa7068506df72a314fe450fa060022a_54a41ad86bf2de5babb4715cefc2b738c7e69d81_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/f2ed9d02faa7068506df72a314fe450fa060022a_54a41ad86bf2de5babb4715cefc2b738c7e69d81_left_right.log'}",True,True,32,236,False,,,,,,False
30,refs/heads/master,3bda3be3dbfbe19142127617683ee30a96f73e16,c8f2764120d1509e0574100d84896f837f1380b8,2c837f93c3471d688ca87957a2f4b4deca964b9c,,True,"{'base_left': 'cache/diff_analyzer/logs/codelibs/fess/c8f2764120d1509e0574100d84896f837f1380b8_2c837f93c3471d688ca87957a2f4b4deca964b9c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/codelibs/fess/c8f2764120d1509e0574100d84896f837f1380b8_2c837f93c3471d688ca87957a2f4b4deca964b9c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/codelibs/fess/c8f2764120d1509e0574100d84896f837f1380b8_2c837f93c3471d688ca87957a2f4b4deca964b9c_left_right.log'}",True,True,84,1805,False,0e12fc0d8e18d393979b08908b53d032c81b7557d487740c33ee8ceb18f77778,Tests_failed,e168ae161e34c2c101b55fb2bca65117b7c78a44409406c79204472862c3877f,Tests_failed,False,False
