idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
4,refs/heads/master,b507d7e60b3593288990dd9f570ab87bfcc65e17,e3aeb380b429dfa54b757c4ac6077c173e885d93,f3b44601abf9b79ba90780b963b4b8f8548bd9b1,,True,True,973975dddd9855dabb30ee6db9765402926a0169736233fc591e631e8c121b9f,Tests_passed,f7fab8f7c130d64280351b4530f9fc77b7e796e7aca6abd359c3a38e4c4c9fe5,Tests_passed,True,True,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca,Tests_passed,0232a03ff6390aaa5e44b0b480f3afe5568fef463ea87baadf3aa1f8b3a818ca
52,refs/heads/master,257d6f423ec5e3e15e136b72fd686c49208b1aa1,cc3e5fb58d371c8ab3eef800be5e2a40e3fb9179,b3447316b5c586312f26e3df431f926e82d7a283,,True,True,1709cef5042f67e79725fee5cba19f76a981049fb6c61795b3fc70272d34eaf2,Tests_passed,5257aed0c0a4cd90f9e6e14f4c2e96deabd6814bc367fa3691fa6e0cbc919207,Tests_passed,True,True,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363,Tests_passed,192ff1c6bbb21f55ff2b213143a6f020f0a0d0a286822affdaec26d8a881f363
67,refs/heads/master,5e2ace28efe0476feb6a32794fe6b5e90e71eb7e,65657b874c03a1b6fee23653b01a9baad6a518e8,aafa3dca40e1d0a377ce9112538091581176dd50,,True,True,fa34e0f2156f38c8709bd8dcfbbc930ee92a7c6e42831b5592f1adeaa1cde244,Tests_passed,c4fda76cdf284534e1a6b3fe7fa0b5f12cc3ef110563290104e454a9bdd819cb,Tests_passed,True,True,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef,Tests_passed,2ef47f63642804ef56d66a19bdf3de3cb882fad8a831fc740100870f2e28c7ef
68,refs/heads/master,5f88079956ba7fc4551a5fc51dc28d82e33dc65f,39bfb4645c23a673684dc5d62278cd83937a38c8,9543f75f4601278abcfd0a16cfea977399b89052,,True,True,bf07b0b051e5e627e95d1e33f2d4f3410e547b9f72d170314cc337ebb74f8698,Tests_passed,c0c8bfa9d63afe33588c3d0187cf179dde006ed247cbd6a1a04a1ef997eb8cbb,Tests_passed,True,True,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,215210c9efee3b93d194ed104f9688794503426c4cea035ac3928c9345b6d524,Merge_failed,94c7eb9a427a3d7bc73a7a61a68265660f82cd39ae59fca42a0bf50b38e8c770,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,fcb519d06d8f64736b405a72d91922a29e73f45df6399229580c2c5b7b500e43,Merge_failed,5eeee548fc4106bfb8d956a3c57054b11d8bd7cc4e589c8d6fca53189d3aa7a1,Merge_failed,94c7eb9a427a3d7bc73a7a61a68265660f82cd39ae59fca42a0bf50b38e8c770,Merge_failed,94c7eb9a427a3d7bc73a7a61a68265660f82cd39ae59fca42a0bf50b38e8c770
72,refs/heads/master,703228a3d40881ea52faada723726b05f6d77b8a,fcc6361946b1809771e136af566518320006c01e,a7bd568249f9ec20b69b2a700da6a0648e93a842,,True,True,47d75bdb55a00c3ac4280ed723db8965dcafd62ffbfebc73a4923a69d22a4ab5,Tests_passed,21bbfb53eb14909804259eaab121de768f70f76d1f50db8bae166538cc1e5592,Tests_passed,True,True,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2,Tests_passed,86dab7aabf9e568e31be2667947311aa672ce6aad4e44506a40e64da785f49f2
76,refs/remotes/origin/pull/163,1de01b0c844773361be93d8f53980c2f2f936310,1c59b5c6858e58a053e5e9e060518fec2c52b820,876c18a09ca58579be66f1977b82b16f435ff6e4,,True,True,1846b9fe5e12df1e11c988dfcb6c8e70b660c43bfb7efe82d430f2382850795b,Tests_passed,a514b0ac06da897ae42e835d109bb05b39971272783201dac7092e954851898e,Tests_passed,True,True,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_passed,469a9d367191bc346a078d1ebf34409b13637c9d5c574ab53e982358c092f573,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_passed,985b4dfad6caddfa34019183afdfea48b3cb5378fd258fc8e010abeae1ed3b1f,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_passed,469a9d367191bc346a078d1ebf34409b13637c9d5c574ab53e982358c092f573,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08,Tests_timedout,58543eb863b8eef2ae13699be27646999e70fe44a6a2dce08f81e74b0c52ba08
77,refs/remotes/origin/pull/174,0a34e61b3d58902b985225cec2e726b74a73157e,3f8a32016a5f5a1bc054f59dba071432cf7ea9e2,5dd0f87c8e37c7838ef336e20307caf24b61c329,,True,True,4852290f723b8b7ed07854c93c21636f700a9f6200e1db9282679a1c06223e85,Tests_passed,50d428582e67ffcc342d37951e799dab72c8ae6297aafac47a0190f5dd78db01,Tests_passed,True,True,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae,Tests_passed,b86dcb886918e8497639d3c93513fec2a080b74c56bc43530b92b573e104a8ae
82,refs/remotes/origin/pull/300,0d1b15cd6e4982216c209c9a29114395173dfeda,c2751e6fabc6535d23d809760055e5bc23361c5e,d790873fdd9f8c39475812d5ade94d08675ed722,,True,True,b8db50cafbc5dd7fe97678c79ccbf5bd87b0f362101b087750e43adafb83068a,Tests_passed,a197e4afd7c2371c1ac8dddbb3f9c54f8a22fd30704218f4223b2e2094d32114,Tests_passed,True,True,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,76e084f8cb039aadd3d3ceaa049a16978587320c2f4f501d681d519513861df9,Merge_failed,358e9dd05f52532997d3ee37840bcdd207c7c9adb08a5ee7b31244095011bb0a,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,e08705bb40e23b4def892d534f62002d5051c400e0c93b0b3301ba11c6e89cf8,Merge_failed,318a84662d16ec698afa599ed4312023c77c799402413216841ffc19378732e9,Merge_failed,29a855d5361d2991466d382bebecb074b2159cb34e43f83ca9c9b5d01f417cf8,Merge_failed,29a855d5361d2991466d382bebecb074b2159cb34e43f83ca9c9b5d01f417cf8
86,refs/remotes/origin/pull/374,02a0de5483075b2d4fe5b42bd08251433d1db493,9b76aa1cbcf02d7edd5a0ff30ece17ca9107a176,44b36238fac961cfff8ab59538f0c53dca0b0f6c,,True,True,93f45f9e68b99b6eaffeaf4665221f4c94f5a1a920f07c8a1b5285f37e2220ca,Tests_passed,b3f0f742be666427c02bfb59002381f0116e945250eb5b3a529df668aebb49d7,Tests_passed,True,True,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427,Tests_timedout,d58cbe123dd3af8230c62753c28f222f499e91c3478dcbbbb5f5590d243e0427
87,refs/remotes/origin/pull/377,2d0ad5c65cce8775c486edf607726612b856d2c8,081e43c49bd6377b731b2fe7ad45a4cf8940254b,c8e7b467794a0173409752933085ae20e15bf1ef,,True,True,59b84830ef201b2c480ac6d9889976664fa5efb36a9a5142c86748edc15e689e,Tests_passed,417b73bf6549d5a143b9d13842ccf8333cda6a1cfdaa3c6f3cdc0e0dc1516004,Tests_passed,True,True,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59,Tests_passed,ecf4f3ac9d36a2550ad1c8f1ac66b13f3516d560e25517a8fb186c9f5abfea59
