idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
20,refs/heads/master,9ede57485f0e68e07d3084b482e4bee7128963e2,b7e933ed300050492a8c949a4a6280e86e3db913,b26c39172263de9b1141f63f0da3dad4c313ef08,two initial commits,False,d100a2b1249fce22a201406f9803abaacf1d2708c95e0aa890d82e20adb70b80,051d30782935fc3fce5b24138f12b9b6d347043c9ad09faa7840340294c6cd01,340,True,Tests_failed,0.0,Tests_failed,0.0,False,False
21,refs/heads/master,b26c39172263de9b1141f63f0da3dad4c313ef08,d7cf3afc70be912576e1bc06a4bdc3b53a028a47,a42d5290d661ac5187c3aac2ed66df728c0c382f,two initial commits,False,ee78aafe272acdd92f9827bdf8dc79aba88464ed36f59d379dc7bba306af1556,d100a2b1249fce22a201406f9803abaacf1d2708c95e0aa890d82e20adb70b80,826,True,Tests_failed,0.0,Tests_failed,0.0,False,False
22,refs/heads/master,97066d3b61ee4f1be8c9fbd96bd3ae623fe8c96b,6dd140f5dd4be326f25f799ba50419f72d614040,c708ede69cca5a08a610c621316b7ac32f7062a6,two initial commits,False,,,9,False,,,,,,False
24,refs/heads/master,6c5dee924e0bf740b511413bcde9ec11d8c2714b,e5fc4b223278e016748552f88ac5405fd43421b5,98e7295fe834ec488e115d1da9e7318113919c87,two initial commits,False,,,19,False,,,,,,False
25,refs/heads/master,e5fc4b223278e016748552f88ac5405fd43421b5,d4a964d8e3c1ac5a30f98dd1efd278d39120d349,7835100e54cb09afbf91168e118c98da322306e8,two initial commits,False,,,24,False,,,,,,False
26,refs/heads/master,1d6b78ad0b0672cb766bfe295bf1391e6cc2d0c2,23a737d1184e1e6b46ed50959f46b85f7cebd3f9,dc7413aedf2ff1b6d6b2517a77092c1e90aed6f4,two initial commits,False,,,17,False,,,,,,False
27,refs/heads/master,7835100e54cb09afbf91168e118c98da322306e8,35a9b142c80b83b0d9f0ab44fc05b0be345f607a,b1cd366c59013d3004c1be89354d977149589a38,two initial commits,False,,,93,False,,,,,,False
28,refs/heads/master,1590200490f45d6b3b33df1aee458411c13bb6d5,c064c729f3ee389d093f26fe7302d0beeea8402d,50c05e79dac8eaa6776970ffa8a574ec45c8af7d,two initial commits,False,,,39,False,,,,,,False
29,refs/remotes/origin/concurrent,9248e7e90e6f454fd08d666fe50d8c0dc195fb59,e99867f0cd28eddd058e914f6b4ab22e48a4c50f,3085690ff64d3f6a10147ee7c0474d18c911ba73,,False,,,345,False,,,,,,False
30,refs/remotes/origin/concurrent,3085690ff64d3f6a10147ee7c0474d18c911ba73,e8c2dbbbf996c6a582b800e4e73a9d9bddd071f5,ba4425689906da3b34b164f4e8c2e9923c5c305c,,False,,,158,False,,,,,,False
31,refs/remotes/origin/events,c3e4d9f0ae2835eceeee0638d19c6bd694d9b6bb,a58cd8a958b7dcd5f72e29f2a13c7b8a5538176e,b4a03d7c81fc4f604f2d6f96448423626bae73f1,,False,28e87d08f5f2dd7896a9c8c6fd58e7b9023ba793bea502ebdc5a106333d69b88,4b39b6759baad4dba325d88fcf8bbaa2a4485c60bb51929ed2df93a08f70e75e,379,True,Tests_failed,0.0,Tests_failed,0.0,False,False
32,refs/remotes/origin/events,b4a03d7c81fc4f604f2d6f96448423626bae73f1,f7a05bdd46bba111c3067a224c308436632a21a5,f5af93a61c2e9ce8b5a4842e0bf07ce122626158,,False,c69e36f8ba56f4ba6ee3e8d34b5587f651ce5eb2b8ff9982d50c290985202377,62e88e0757a5f60c41b69955a809ea541db7d29684e3a67c21b183d0bdfda80a,386,True,Tests_failed,0.0,Tests_failed,0.0,False,False
33,refs/remotes/origin/events,fd016af61f475805e14356b51e2d1b79011ef3ed,247fac863055cea153e1f81dca6c91f305f5bcc7,b2fe5487d8e19e2e43db73551fa22e96e242c761,,False,a09d8918c9bb8b938949db5327c52cdf480b000fe54da3c65e81671adeee3b8a,5653c142033a0a48c07b6691034a52f81d289913f2a79951ce0241515e79eb3f,477,True,Tests_failed,0.0,Tests_failed,0.0,False,False
34,refs/remotes/origin/events,b9139fb1b606059ab4be59b8f5234c3b8d78d42c,95aa8baa490152c8acb6bde3d38a0abe5d7864fd,e99867f0cd28eddd058e914f6b4ab22e48a4c50f,,False,5884a8fa541832b336411f35178502c09f04ae53ec7fb12ad0dd39a7b0047436,f3d17590a0d943e76ee1754e1c08efd0c2a0b6c884ea62456db7233f4a54fff3,1090,True,Tests_failed,0.0,Tests_failed,0.0,False,False
35,refs/remotes/origin/events,c72d0a0eefca9f08f50cb9c1b072396dba11d946,b12dd1307d07a7c21df4b2f61fa67d671035f98c,8f49f711cfea4c609019d4f909611fdff5fb5fed,,False,62b39a34b0464f9a5517d5de2e563440ad134be4870df1962111ce3c70db04b8,359d6bdd01196269395260106d0c31d55829cf0d07a7b83dffe3fa2145dbcccf,1884,True,Tests_failed,0.0,Tests_failed,0.0,False,False
36,refs/remotes/origin/events,7c9a74060e27f198b9974ce22945b20e72201915,98e7295fe834ec488e115d1da9e7318113919c87,04651c32b812533bc800071cb10927383ffd65d5,two initial commits,False,,,148,False,,,,,,False
37,refs/remotes/origin/events,a8e4a06fd1f4ea312384da93f7f9c8abf06fcb43,b1cd366c59013d3004c1be89354d977149589a38,8e6efe71493d6e3a08c9f0012a0293bb739e2854,,False,,,108,False,,,,,,False
